PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME
1630173,2020-21,00,1610612748,MIA,21.0,61,4,737,124,228,0.544,0,1,0.0,56,110,0.509,73,135,208,29,20,28,43,91,304,Precious Achiuwa
1630173,2021-22,00,1610612761,TOR,22.0,73,28,1725,265,603,0.439,56,156,0.359,78,131,0.595,146,327,473,82,37,41,84,151,664,Precious Achiuwa
1630173,2022-23,00,1610612761,TOR,23.0,55,12,1141,196,404,0.485,29,108,0.269,87,124,0.702,100,228,328,50,31,30,59,102,508,Precious Achiuwa
1630173,2023-24,00,1610612761,TOR,24.0,25,0,437,78,170,0.459,13,47,0.277,24,42,0.571,50,86,136,44,16,12,29,40,193,Precious Achiuwa
1630173,2023-24,00,1610612752,NYK,24.0,49,18,1187,157,299,0.525,13,50,0.26,45,70,0.643,141,210,351,53,30,56,54,103,372,Precious Achiuwa
1630173,2023-24,00,0,TOT,24.0,74,18,1624,235,469,0.501,26,97,0.268,69,112,0.616,191,296,487,97,46,68,83,143,565,Precious Achiuwa
1630173,2024-25,00,1610612752,NYK,25.0,57,10,1170,164,327,0.502,10,36,0.278,41,69,0.594,101,216,317,55,47,42,45,81,379,Precious Achiuwa
1630173,2025-26,00,1610612758,SAC,26.0,33,19,668,97,197,0.492,11,35,0.314,30,59,0.508,58,116,174,38,28,17,17,57,235,Precious Achiuwa
203500,2013-14,00,1610612760,OKC,20.0,81,20,1197,93,185,0.503,0,0,0.0,79,136,0.581,142,190,332,43,40,57,71,203,265,Steven Adams
203500,2014-15,00,1610612760,OKC,21.0,70,67,1771,217,399,0.544,0,2,0.0,103,205,0.502,199,324,523,66,38,86,99,222,537,Steven Adams
203500,2015-16,00,1610612760,OKC,22.0,80,80,2014,261,426,0.613,0,0,0.0,114,196,0.582,219,314,533,62,42,89,84,223,636,Steven Adams
203500,2016-17,00,1610612760,OKC,23.0,80,80,2389,374,655,0.571,0,1,0.0,157,257,0.611,281,332,613,86,89,78,146,195,905,Steven Adams
203500,2017-18,00,1610612760,OKC,24.0,76,76,2487,448,712,0.629,0,2,0.0,160,286,0.559,384,301,685,88,92,78,128,215,1056,Steven Adams
203500,2018-19,00,1610612760,OKC,25.0,80,80,2669,481,809,0.595,0,2,0.0,146,292,0.5,391,369,760,124,117,76,135,204,1108,Steven Adams
203500,2019-20,00,1610612760,OKC,26.0,63,63,1681,283,478,0.592,1,3,0.333,117,201,0.582,207,376,583,146,51,67,94,122,684,Steven Adams
203500,2020-21,00,1610612740,NOP,27.0,58,58,1605,189,308,0.614,0,3,0.0,60,135,0.444,213,301,514,111,54,38,78,113,438,Steven Adams
203500,2021-22,00,1610612763,MEM,28.0,76,75,1999,210,384,0.547,0,1,0.0,108,199,0.543,349,411,760,256,65,60,115,153,528,Steven Adams
203500,2022-23,00,1610612763,MEM,29.0,42,42,1133,157,263,0.597,0,1,0.0,47,129,0.364,214,271,485,97,36,46,79,98,361,Steven Adams
203500,2024-25,00,1610612745,HOU,31.0,58,3,794,91,167,0.545,0,2,0.0,43,93,0.462,166,161,327,66,22,28,54,60,225,Steven Adams
203500,2025-26,00,1610612745,HOU,32.0,30,10,678,65,130,0.5,0,0,0.0,46,79,0.582,134,121,255,46,22,18,34,54,176,Steven Adams
1628389,2017-18,00,1610612748,MIA,20.0,69,19,1368,174,340,0.512,0,7,0.0,129,179,0.721,118,263,381,101,32,41,66,138,477,Bam Adebayo
1628389,2018-19,00,1610612748,MIA,21.0,82,28,1913,280,486,0.576,3,15,0.2,166,226,0.735,165,432,597,184,71,65,121,203,729,Bam Adebayo
1628389,2019-20,00,1610612748,MIA,22.0,72,72,2417,440,790,0.557,2,14,0.143,264,382,0.691,176,559,735,368,82,93,204,182,1146,Bam Adebayo
1628389,2020-21,00,1610612748,MIA,23.0,64,64,2143,456,800,0.57,2,8,0.25,283,354,0.799,142,431,573,346,75,66,169,145,1197,Bam Adebayo
1628389,2021-22,00,1610612748,MIA,24.0,56,56,1825,406,729,0.557,0,6,0.0,256,340,0.753,137,427,564,190,80,44,148,171,1068,Bam Adebayo
1628389,2022-23,00,1610612748,MIA,25.0,75,75,2598,602,1114,0.54,1,12,0.083,324,402,0.806,184,504,688,240,88,61,187,208,1529,Bam Adebayo
1628389,2023-24,00,1610612748,MIA,26.0,71,71,2416,530,1017,0.521,15,42,0.357,292,387,0.755,159,578,737,278,81,66,162,159,1367,Bam Adebayo
1628389,2024-25,00,1610612748,MIA,27.0,78,78,2674,540,1113,0.485,79,221,0.357,251,328,0.765,185,564,749,337,98,53,161,162,1410,Bam Adebayo
1628389,2025-26,00,1610612748,MIA,28.0,32,32,986,198,434,0.456,42,126,0.333,100,132,0.758,54,256,310,85,31,26,59,56,538,Bam Adebayo
1630534,2022-23,00,1610612762,UTA,23.0,59,22,1209,165,386,0.427,81,228,0.355,56,69,0.812,43,78,121,67,16,15,41,99,467,Ochai Agbaji
1630534,2023-24,00,1610612762,UTA,24.0,51,10,1003,106,249,0.426,47,142,0.331,15,20,0.75,35,91,126,47,27,29,34,66,274,Ochai Agbaji
1630534,2023-24,00,1610612761,TOR,24.0,27,18,638,72,184,0.391,15,69,0.217,22,36,0.611,39,51,90,36,20,15,30,51,181,Ochai Agbaji
1630534,2023-24,00,0,TOT,24.0,78,28,1642,178,433,0.411,62,211,0.294,37,56,0.661,74,142,216,83,47,44,64,117,455,Ochai Agbaji
1630534,2024-25,00,1610612761,TOR,25.0,64,45,1739,266,534,0.498,101,253,0.399,34,48,0.708,61,181,242,98,58,30,54,125,667,Ochai Agbaji
1630534,2025-26,00,1610612761,TOR,25.0,32,11,490,54,127,0.425,7,43,0.163,18,21,0.857,24,53,77,25,14,7,11,58,133,Ochai Agbaji
1630583,2021-22,00,1610612763,MEM,21.0,32,0,360,53,132,0.402,6,48,0.125,20,32,0.625,33,54,87,21,6,10,16,36,132,Santi Aldama
1630583,2022-23,00,1610612763,MEM,22.0,77,20,1682,247,525,0.47,94,266,0.353,108,144,0.75,85,286,371,97,45,48,60,143,696,Santi Aldama
1630583,2023-24,00,1610612763,MEM,23.0,61,35,1618,247,568,0.435,106,304,0.349,54,87,0.621,72,280,352,138,43,54,69,89,654,Santi Aldama
1630583,2024-25,00,1610612763,MEM,24.0,65,16,1660,313,648,0.483,120,326,0.368,65,94,0.691,94,322,416,188,52,29,71,76,811,Santi Aldama
1630583,2025-26,00,1610612763,MEM,25.0,39,8,1091,208,438,0.475,63,187,0.337,67,98,0.684,61,203,264,120,35,29,52,61,546,Santi Aldama
1641725,2024-25,00,1610612743,DEN,22.0,24,0,117,13,41,0.317,3,17,0.176,3,4,0.75,1,11,12,11,2,1,5,10,32,Trey Alexander
1641725,2025-26,00,1610612740,NOP,22.0,5,0,42,6,9,0.667,2,3,0.667,0,0,0.0,0,4,4,5,1,1,1,4,14,Trey Alexander
1629638,2019-20,00,1610612740,NOP,21.0,47,1,591,98,266,0.368,46,133,0.346,25,37,0.676,9,75,84,89,17,8,54,57,267,Nickeil Alexander-Walker
1629638,2020-21,00,1610612740,NOP,22.0,46,13,1007,192,458,0.419,76,219,0.347,48,66,0.727,13,131,144,102,47,22,69,88,508,Nickeil Alexander-Walker
1629638,2021-22,00,1610612740,NOP,23.0,50,19,1317,237,632,0.375,95,305,0.311,70,97,0.722,36,128,164,139,41,19,85,88,639,Nickeil Alexander-Walker
1629638,2021-22,00,1610612762,UTA,23.0,15,2,149,16,48,0.333,10,33,0.303,11,12,0.917,1,22,23,17,5,4,8,15,53,Nickeil Alexander-Walker
1629638,2021-22,00,0,TOT,23.0,65,21,1466,253,680,0.372,105,338,0.311,81,109,0.743,37,150,187,156,46,23,93,103,692,Nickeil Alexander-Walker
1629638,2022-23,00,1610612762,UTA,24.0,36,3,528,83,170,0.488,35,87,0.402,27,39,0.692,8,51,59,76,24,14,45,58,228,Nickeil Alexander-Walker
1629638,2022-23,00,1610612750,MIN,24.0,23,0,356,48,125,0.384,26,72,0.361,13,21,0.619,7,35,42,32,8,7,10,30,135,Nickeil Alexander-Walker
1629638,2022-23,00,0,TOT,24.0,59,3,884,131,295,0.444,61,159,0.384,40,60,0.667,15,86,101,108,32,21,55,88,363,Nickeil Alexander-Walker
1629638,2023-24,00,1610612750,MIN,25.0,82,20,1921,236,538,0.439,131,335,0.391,52,65,0.8,35,132,167,204,64,42,76,143,655,Nickeil Alexander-Walker
1629638,2024-25,00,1610612750,MIN,26.0,82,10,2073,270,616,0.438,141,370,0.381,92,118,0.78,54,211,265,223,50,34,99,139,773,Nickeil Alexander-Walker
1629638,2025-26,00,1610612737,ATL,27.0,40,33,1318,288,641,0.449,121,321,0.377,131,152,0.862,24,119,143,131,43,23,81,85,828,Nickeil Alexander-Walker
1628960,2018-19,00,1610612762,UTA,23.0,38,2,416,67,178,0.376,32,99,0.323,45,60,0.75,3,20,23,25,6,6,33,47,211,Grayson Allen
1628960,2019-20,00,1610612763,MEM,24.0,38,0,718,117,251,0.466,57,141,0.404,39,45,0.867,8,77,85,52,10,2,33,53,330,Grayson Allen
1628960,2020-21,00,1610612763,MEM,25.0,50,38,1260,173,414,0.418,107,274,0.391,79,91,0.868,19,141,160,108,46,8,48,71,532,Grayson Allen
1628960,2021-22,00,1610612749,MIL,26.0,66,61,1805,255,569,0.448,159,389,0.409,64,74,0.865,32,190,222,100,46,18,43,96,733,Grayson Allen
1628960,2022-23,00,1610612749,MIL,27.0,72,70,1972,245,557,0.44,146,366,0.399,114,126,0.905,61,176,237,163,62,14,72,117,750,Grayson Allen
1628960,2023-24,00,1610612756,PHX,28.0,75,74,2513,340,682,0.499,205,445,0.461,129,147,0.878,48,247,295,227,69,45,95,157,1014,Grayson Allen
1628960,2024-25,00,1610612756,PHX,29.0,64,7,1544,219,489,0.448,149,350,0.426,93,114,0.816,34,160,194,137,54,19,75,95,680,Grayson Allen
1628960,2025-26,00,1610612756,PHX,30.0,23,18,678,122,290,0.421,73,191,0.382,43,52,0.827,14,52,66,85,38,6,41,53,360,Grayson Allen
1628386,2017-18,00,1610612751,BKN,20.0,72,31,1441,234,397,0.589,5,15,0.333,114,147,0.776,144,244,388,49,28,88,82,147,587,Jarrett Allen
1628386,2018-19,00,1610612751,BKN,21.0,80,80,2096,335,568,0.59,6,45,0.133,197,278,0.709,191,481,672,110,43,120,103,184,873,Jarrett Allen
1628386,2019-20,00,1610612751,BKN,22.0,70,64,1852,302,465,0.649,0,6,0.0,171,270,0.633,216,455,671,110,40,92,77,162,775,Jarrett Allen
1628386,2020-21,00,1610612751,BKN,23.0,12,5,320,44,65,0.677,0,0,0.0,46,61,0.754,38,87,125,20,7,19,22,21,134,Jarrett Allen
1628386,2020-21,00,1610612739,CLE,23.0,51,40,1544,254,417,0.609,6,19,0.316,158,229,0.69,158,348,506,86,25,71,78,75,672,Jarrett Allen
1628386,2020-21,00,0,TOT,23.0,63,45,1864,298,482,0.618,6,19,0.316,204,290,0.703,196,435,631,106,32,90,100,96,806,Jarrett Allen
1628386,2021-22,00,1610612739,CLE,24.0,56,56,1810,369,545,0.677,1,10,0.1,165,233,0.708,192,410,602,92,44,75,94,97,904,Jarrett Allen
1628386,2022-23,00,1610612739,CLE,25.0,68,68,2220,403,626,0.644,1,10,0.1,162,221,0.733,221,445,666,113,54,84,93,153,969,Jarrett Allen
1628386,2023-24,00,1610612739,CLE,26.0,77,77,2442,519,819,0.634,0,6,0.0,233,314,0.742,243,568,811,210,53,81,121,147,1271,Jarrett Allen
1628386,2024-25,00,1610612739,CLE,27.0,82,82,2296,452,640,0.706,0,5,0.0,199,277,0.718,216,582,798,158,77,73,97,127,1103,Jarrett Allen
1628386,2025-26,00,1610612739,CLE,27.0,29,29,767,157,266,0.59,1,7,0.143,81,107,0.757,62,169,231,63,30,21,45,53,396,Jarrett Allen
1630631,2021-22,00,1610612740,NOP,24.0,54,1,834,131,294,0.446,32,110,0.291,36,53,0.679,25,75,100,152,71,7,40,73,330,Jose Alvarado
1630631,2022-23,00,1610612740,NOP,25.0,61,10,1310,201,489,0.411,83,247,0.336,65,80,0.813,28,113,141,186,67,10,81,125,550,Jose Alvarado
1630631,2023-24,00,1610612740,NOP,26.0,56,0,1028,142,345,0.412,78,207,0.377,35,52,0.673,25,103,128,117,59,15,40,89,397,Jose Alvarado
1630631,2024-25,00,1610612740,NOP,27.0,56,23,1366,204,521,0.392,111,309,0.359,60,74,0.811,27,109,136,259,74,14,86,91,579,Jose Alvarado
1630631,2025-26,00,1610612740,NOP,27.0,35,0,776,101,238,0.424,56,155,0.361,19,23,0.826,13,85,98,114,35,4,45,72,277,Jose Alvarado
203937,2014-15,00,1610612759,SAS,21.0,33,8,358,31,89,0.348,3,11,0.273,9,14,0.643,5,67,72,28,15,7,10,28,74,Kyle Anderson
203937,2015-16,00,1610612759,SAS,22.0,78,11,1245,138,295,0.468,12,37,0.324,62,83,0.747,25,219,244,123,60,29,59,97,350,Kyle Anderson
203937,2016-17,00,1610612759,SAS,23.0,72,14,1020,93,209,0.445,15,40,0.375,45,57,0.789,33,175,208,91,51,26,39,63,246,Kyle Anderson
203937,2017-18,00,1610612759,SAS,24.0,74,67,1978,231,438,0.527,19,57,0.333,104,146,0.712,84,312,396,202,115,60,94,114,585,Kyle Anderson
203937,2018-19,00,1610612763,MEM,25.0,43,40,1282,150,276,0.543,9,34,0.265,37,64,0.578,48,203,251,128,54,37,58,112,346,Kyle Anderson
203937,2019-20,00,1610612763,MEM,26.0,67,28,1330,157,331,0.474,24,85,0.282,52,78,0.667,58,227,285,162,54,37,66,111,390,Kyle Anderson
203937,2020-21,00,1610612763,MEM,27.0,69,69,1887,308,658,0.468,94,261,0.36,144,184,0.783,52,344,396,250,84,57,86,120,854,Kyle Anderson
203937,2021-22,00,1610612763,MEM,28.0,69,11,1484,209,469,0.446,36,109,0.33,67,105,0.638,69,299,368,183,77,45,71,108,521,Kyle Anderson
203937,2022-23,00,1610612750,MIN,29.0,69,46,1957,252,495,0.509,43,105,0.41,100,136,0.735,66,302,368,335,78,63,103,146,647,Kyle Anderson
203937,2023-24,00,1610612750,MIN,30.0,79,10,1782,199,433,0.46,11,48,0.229,97,137,0.708,60,213,273,331,71,47,91,128,506,Kyle Anderson
203937,2024-25,00,1610612744,GSW,31.0,36,3,541,76,169,0.45,19,52,0.365,18,27,0.667,27,83,110,81,26,20,20,40,189,Kyle Anderson
203937,2024-25,00,1610612748,MIA,31.0,25,1,461,66,134,0.493,6,18,0.333,30,38,0.789,26,70,96,64,14,13,17,41,168,Kyle Anderson
203937,2024-25,00,0,TOT,31.0,61,4,1002,142,303,0.469,25,70,0.357,48,65,0.738,53,153,206,145,40,33,37,81,357,Kyle Anderson
203937,2025-26,00,1610612762,UTA,32.0,12,0,241,36,74,0.486,1,2,0.5,18,24,0.75,13,29,42,33,18,5,12,27,91,Kyle Anderson
203507,2013-14,00,1610612749,MIL,19.0,77,23,1897,173,418,0.414,41,118,0.347,138,202,0.683,78,261,339,150,60,61,122,173,525,Giannis Antetokounmpo
203507,2014-15,00,1610612749,MIL,20.0,81,71,2541,383,780,0.491,7,44,0.159,257,347,0.741,100,442,542,207,73,85,173,254,1030,Giannis Antetokounmpo
203507,2015-16,00,1610612749,MIL,21.0,80,79,2823,513,1013,0.506,28,109,0.257,296,409,0.724,113,499,612,345,94,113,208,258,1350,Giannis Antetokounmpo
203507,2016-17,00,1610612749,MIL,22.0,80,80,2845,656,1259,0.521,49,180,0.272,471,612,0.77,142,558,700,434,131,151,234,246,1832,Giannis Antetokounmpo
203507,2017-18,00,1610612749,MIL,23.0,75,75,2756,742,1402,0.529,43,140,0.307,487,641,0.76,156,597,753,361,109,106,223,231,2014,Giannis Antetokounmpo
203507,2018-19,00,1610612749,MIL,24.0,72,72,2358,721,1247,0.578,52,203,0.256,500,686,0.729,159,739,898,424,92,110,268,232,1994,Giannis Antetokounmpo
203507,2019-20,00,1610612749,MIL,25.0,63,63,1917,685,1238,0.553,89,293,0.304,398,629,0.633,140,716,856,354,61,66,230,195,1857,Giannis Antetokounmpo
203507,2020-21,00,1610612749,MIL,26.0,61,61,2013,626,1100,0.569,67,221,0.303,398,581,0.685,97,574,671,357,72,73,207,168,1717,Giannis Antetokounmpo
203507,2021-22,00,1610612749,MIL,27.0,67,67,2204,689,1245,0.553,71,242,0.293,553,766,0.722,134,644,778,388,72,91,219,212,2002,Giannis Antetokounmpo
203507,2022-23,00,1610612749,MIL,28.0,63,63,2024,707,1278,0.553,47,171,0.275,498,772,0.645,137,605,742,359,52,51,246,197,1959,Giannis Antetokounmpo
203507,2023-24,00,1610612749,MIL,29.0,73,73,2567,837,1369,0.611,34,124,0.274,514,782,0.657,196,645,841,476,87,79,250,210,2222,Giannis Antetokounmpo
203507,2024-25,00,1610612749,MIL,30.0,67,67,2289,793,1319,0.601,14,63,0.222,436,707,0.617,147,651,798,433,58,78,206,155,2036,Giannis Antetokounmpo
203507,2025-26,00,1610612749,MIL,31.0,26,26,761,288,444,0.649,14,36,0.389,166,255,0.651,76,176,252,147,23,21,87,71,756,Giannis Antetokounmpo
203648,2015-16,00,1610612752,NYK,23.0,2,0,6,3,4,0.75,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,2,6,Thanasis Antetokounmpo
203648,2019-20,00,1610612749,MIL,27.0,20,2,129,24,48,0.5,0,10,0.0,7,17,0.412,12,12,24,15,7,2,12,18,55,Thanasis Antetokounmpo
203648,2020-21,00,1610612749,MIL,28.0,57,3,551,67,137,0.489,7,29,0.241,25,49,0.51,54,70,124,46,22,10,43,74,166,Thanasis Antetokounmpo
203648,2021-22,00,1610612749,MIL,29.0,48,6,473,70,128,0.547,2,14,0.143,29,46,0.63,40,61,101,22,16,12,26,68,171,Thanasis Antetokounmpo
203648,2022-23,00,1610612749,MIL,30.0,37,0,206,20,46,0.435,0,8,0.0,11,22,0.5,15,29,44,15,3,3,12,22,51,Thanasis Antetokounmpo
203648,2023-24,00,1610612749,MIL,31.0,34,0,155,16,30,0.533,0,1,0.0,0,2,0.0,7,6,13,17,7,4,14,24,32,Thanasis Antetokounmpo
203648,2025-26,00,1610612749,MIL,33.0,12,0,36,7,12,0.583,0,0,0.0,6,9,0.667,3,3,6,0,5,3,2,7,20,Thanasis Antetokounmpo
1630175,2020-21,00,1610612753,ORL,21.0,47,34,1273,219,552,0.397,58,172,0.337,109,131,0.832,38,183,221,192,30,18,106,98,605,Cole Anthony
1630175,2021-22,00,1610612753,ORL,22.0,65,65,2059,357,912,0.391,132,391,0.338,216,253,0.854,32,316,348,369,46,17,170,171,1062,Cole Anthony
1630175,2022-23,00,1610612753,ORL,23.0,60,4,1552,277,610,0.454,75,206,0.364,152,170,0.894,47,241,288,235,37,31,91,158,781,Cole Anthony
1630175,2023-24,00,1610612753,ORL,24.0,81,0,1817,332,763,0.435,93,275,0.338,180,218,0.826,64,247,311,236,64,37,126,175,937,Cole Anthony
1630175,2024-25,00,1610612753,ORL,25.0,67,22,1234,230,543,0.424,77,218,0.353,93,113,0.823,46,158,204,191,45,32,103,151,630,Cole Anthony
1630175,2025-26,00,1610612749,MIL,25.0,28,0,413,76,178,0.427,15,54,0.278,13,22,0.591,12,59,71,102,18,8,52,58,180,Cole Anthony
1628384,2017-18,00,1610612761,TOR,20.0,74,62,1481,163,346,0.471,73,197,0.371,39,62,0.629,44,140,184,55,52,14,45,130,438,OG Anunoby
1628384,2018-19,00,1610612761,TOR,21.0,67,6,1352,183,404,0.453,67,202,0.332,36,62,0.581,58,139,197,47,46,22,55,140,469,OG Anunoby
1628384,2019-20,00,1610612761,TOR,22.0,69,68,2066,286,566,0.505,89,228,0.39,72,102,0.706,80,284,364,108,96,45,79,167,733,OG Anunoby
1628384,2020-21,00,1610612761,TOR,23.0,43,43,1433,249,519,0.48,104,261,0.398,80,102,0.784,54,183,237,94,66,32,75,114,682,OG Anunoby
1628384,2021-22,00,1610612761,TOR,24.0,48,48,1728,309,697,0.443,115,317,0.363,89,118,0.754,74,190,264,125,71,25,80,131,822,OG Anunoby
1628384,2022-23,00,1610612761,TOR,25.0,67,67,2386,421,885,0.476,142,367,0.387,140,167,0.838,95,237,332,131,128,50,132,200,1124,OG Anunoby
1628384,2023-24,00,1610612761,TOR,26.0,27,27,900,157,321,0.489,61,163,0.374,33,46,0.717,24,82,106,72,28,13,43,62,408,OG Anunoby
1628384,2023-24,00,1610612752,NYK,26.0,23,23,802,125,256,0.488,41,104,0.394,34,43,0.791,23,79,102,35,40,23,38,57,325,OG Anunoby
1628384,2023-24,00,0,TOT,26.0,50,50,1702,282,577,0.489,102,267,0.382,67,89,0.753,47,161,208,107,68,36,81,119,733,OG Anunoby
1628384,2024-25,00,1610612752,NYK,27.0,74,74,2706,489,1027,0.476,171,460,0.372,183,226,0.81,97,261,358,164,110,65,102,172,1332,OG Anunoby
1628384,2025-26,00,1610612752,NYK,28.0,29,29,946,155,338,0.459,60,165,0.364,82,100,0.82,40,121,161,61,50,20,59,75,452,OG Anunoby
1630166,2020-21,00,1610612764,WAS,20.0,54,32,1257,130,312,0.417,53,168,0.315,29,45,0.644,22,240,262,63,32,15,33,140,342,Deni Avdija
1630166,2021-22,00,1610612764,WAS,21.0,82,8,1984,250,579,0.432,82,259,0.317,103,136,0.757,52,373,425,167,59,44,87,190,685,Deni Avdija
1630166,2022-23,00,1610612764,WAS,22.0,76,40,2020,253,579,0.437,69,232,0.297,122,165,0.739,74,413,487,211,65,29,123,209,697,Deni Avdija
1630166,2023-24,00,1610612764,WAS,23.0,75,75,2257,406,803,0.506,88,235,0.374,202,273,0.74,84,456,540,286,60,36,160,185,1102,Deni Avdija
1630166,2024-25,00,1610612757,POR,24.0,72,54,2161,402,844,0.476,125,342,0.365,290,372,0.78,110,412,522,281,71,35,196,171,1219,Deni Avdija
1630166,2025-26,00,1610612757,POR,25.0,40,40,1414,317,678,0.468,92,259,0.355,317,396,0.801,40,243,283,276,35,24,156,111,1043,Deni Avdija
1629028,2018-19,00,1610612756,PHX,20.0,71,70,2183,509,870,0.585,0,4,0.0,141,189,0.746,223,506,729,125,61,67,126,209,1159,Deandre Ayton
1629028,2019-20,00,1610612756,PHX,21.0,38,32,1236,310,568,0.546,3,13,0.231,67,89,0.753,147,289,436,72,26,58,80,117,690,Deandre Ayton
1629028,2020-21,00,1610612756,PHX,22.0,69,69,2115,430,687,0.626,4,20,0.2,133,173,0.769,228,499,727,99,41,81,103,196,997,Deandre Ayton
1629028,2021-22,00,1610612756,PHX,23.0,58,58,1713,442,697,0.634,7,19,0.368,106,142,0.746,149,444,593,84,40,40,91,142,997,Deandre Ayton
1629028,2022-23,00,1610612756,PHX,24.0,67,67,2035,522,887,0.589,7,24,0.292,152,200,0.76,172,495,667,115,37,53,120,190,1203,Deandre Ayton
1629028,2023-24,00,1610612757,POR,25.0,55,55,1783,427,749,0.57,1,10,0.1,65,79,0.823,176,433,609,90,56,42,99,109,920,Deandre Ayton
1629028,2024-25,00,1610612757,POR,26.0,40,40,1206,265,468,0.566,6,32,0.188,40,60,0.667,124,282,406,64,31,39,69,88,576,Deandre Ayton
1629028,2025-26,00,1610612747,LAL,27.0,34,34,996,219,321,0.682,0,0,0.0,37,60,0.617,88,210,298,30,25,34,56,83,475,Deandre Ayton
1628963,2018-19,00,1610612758,SAC,20.0,62,4,1568,356,706,0.504,30,96,0.313,181,262,0.691,162,309,471,62,33,59,98,120,923,Marvin Bagley III
1628963,2019-20,00,1610612758,SAC,21.0,13,6,334,78,167,0.467,4,22,0.182,25,31,0.806,29,68,97,10,6,12,18,43,185,Marvin Bagley III
1628963,2020-21,00,1610612758,SAC,22.0,43,42,1112,247,490,0.504,37,108,0.343,77,134,0.575,106,212,318,43,21,21,59,100,608,Marvin Bagley III
1628963,2021-22,00,1610612758,SAC,23.0,30,17,656,114,246,0.463,15,62,0.242,35,47,0.745,67,148,215,17,9,11,21,50,278,Marvin Bagley III
1628963,2021-22,00,1610612765,DET,23.0,18,8,490,111,200,0.555,8,35,0.229,32,54,0.593,38,85,123,19,13,7,18,43,262,Marvin Bagley III
1628963,2021-22,00,0,TOT,23.0,48,25,1146,225,446,0.504,23,97,0.237,67,101,0.663,105,233,338,36,22,18,39,93,540,Marvin Bagley III
1628963,2022-23,00,1610612765,DET,24.0,42,25,990,202,382,0.529,19,66,0.288,81,108,0.75,94,175,269,36,19,30,46,81,504,Marvin Bagley III
1628963,2023-24,00,1610612765,DET,25.0,26,10,478,107,181,0.591,1,6,0.167,50,61,0.82,46,72,118,27,5,14,29,40,265,Marvin Bagley III
1628963,2023-24,00,1610612764,WAS,25.0,24,15,575,132,227,0.581,8,17,0.471,46,65,0.708,84,110,194,28,15,19,30,41,318,Marvin Bagley III
1628963,2023-24,00,0,TOT,25.0,50,25,1053,239,408,0.586,9,23,0.391,96,126,0.762,130,182,312,55,20,33,59,81,583,Marvin Bagley III
1628963,2024-25,00,1610612764,WAS,26.0,19,1,167,38,71,0.535,2,10,0.2,15,23,0.652,27,29,56,7,7,5,11,12,93,Marvin Bagley III
1628963,2024-25,00,1610612763,MEM,26.0,12,1,99,17,35,0.486,1,9,0.111,8,12,0.667,11,17,28,4,2,3,1,6,43,Marvin Bagley III
1628963,2024-25,00,0,TOT,26.0,31,2,265,55,106,0.519,3,19,0.158,23,35,0.657,38,46,84,11,9,8,12,18,136,Marvin Bagley III
1628963,2025-26,00,1610612764,WAS,26.0,32,7,613,128,205,0.624,7,16,0.438,53,72,0.736,77,98,175,48,17,23,37,68,316,Marvin Bagley III
1642846,2025-26,00,1610612762,UTA,19.0,32,21,740,126,288,0.438,45,129,0.349,20,30,0.667,45,57,102,48,23,12,37,76,317,Ace Bailey
